erId	pkrgId	name	romDesc	shortDesc	wiredAttrs
381	5118	Pollinate	Changes the user's Normal-type moves to Bug-type. If the user is Bug-type it is immune to powder moves, otherwise it gains Bug STAB.	Normal moves becomes Bug. Immune to powder if Bug-type.	TypeConversionAbAttr,TypeConversionPowerBoostAbAttr
382	5119	Volcano Rage	After using any Fire-type move, Volcano Rage triggers a followup Eruption attack with 50 base power. Damage scales with the user's current HP percentage, having 50 BP at full health.	Triggers 50 BP Eruption after using a Fire-type move.	PostAttackScriptedMoveAbAttr
383	5120	Cold Rebound	When struck by any contact move, Cold Rebound retaliates with Icy Wind (60 BP), lowering the attacker's Speed by one stage.	Attacks with Icy Wind when hit by a contact move.	CounterAttackOnHitAbAttr
384	5121	Low Blow	Low Blow uses a 40 BP Feint Attack when switching in, targeting a random opponent. Feint Attack is a Dark-type physical attack that never misses.	Attacks with 40BP Feint Attack on switch-in.	PostSummonScriptedMoveAbAttr
385	5122	Nosferatu	Moves that make contact deal an additional 20% damage and heal the user to heal for 1/2 of the damage dealt. This healing applies after all hits of multi- hit moves and after recoil is applied.	Contact moves do +20% damage and heal 1/2 of damage dealt.	LifestealOnHitAbAttr
386	5124	Spectralize	Changes the user's Normal-type moves to Ghost-type. If the user is Ghost-type its Ghost-type moves have a 10% fear chance, otherwise it gains Ghost STAB.	Normal moves become Ghost. Ghost moves are empowered.	TypeConversionAbAttr,TypeConversionPowerBoostAbAttr
387	5125	Spectral Shroud	Changes the user's Normal-type moves to Ghost-type. If the user is Ghost-type its Ghost-type moves have a 10% fear chance, otherwise it gains Ghost STAB. Its moves, including status moves, have a 30% chance to badly poison the target.	Spectralize + 30% chance to badly poison the foe.	ChanceStatusOnAttackAbAttr
388	5126	Discipline	After using any Electric-type move, Thundercall automatically triggers a follow-up Smite attack at 20% power (24 base power). This physical Electric attack has an 80% accuracy, can paralyze targets (20% chance), and applies the Smack Down effect - grounding Flying-types.	Can switch while rampaging. Can't be confused or intimidated.	IntimidateImmunityAbAttrEr
389	5127	Thundercall	Deal 1.5x damage to Water-type Pokemon and bypass defensive screens (Light Screen, Reflect, Aurora Veil)/Substitutes.	Triggers Smite at 20% power when using an Electric move.	PostAttackScriptedMoveAbAttr
390	5128	Marine Apex	Mighty Horn boosts the power of horn and drill-based attacks by 30%.	50% more damage to Water-types + Infiltrator.	InfiltratorAbAttr,MovePowerBoostAbAttr
391	5129	Mighty Horn	Every successful horn-based attack raises Attack by one stage after it lands.	Boosts the power of horn and drill-based by 1.3x.	FlagDamageBoostAbAttr
392	5130	Hardened Sheath	Reduces both physical and special damage by 35%. Multiplicative with other sources of damage reduction.	Ups Attack by +1 when using horn moves.	StatBoostOnFlagAttackAbAttr
393	5123	Arctic Fur	Converts all Normal-type moves to Ghost-type and grants STAB for Ghost moves, regardless of the user's typing.	Weakens incoming physical and special moves by 35%.	DamageReductionAbAttr
394	5131	Lethargy	Reduces the user's total damage by 20% at the start of each turn, capping at -80%. Resets after switching.	Damage drops 20% each turn to 20%. Resets on switch-in.	TurnDecayDamageMultiplierAbAttr
395	5132	Iron Barrage	Boosts pulse, beam, ball, and aura moves by 30%. Guarantees all moves hit regardless of accuracy checks. Moves with less than 80% base accuracy receive - 3 priority.	Mega Launcher + Sighting System.	MovePowerBoostAbAttr,AlwaysHitAbAttr
396	5133	Steel Barrel	Prevents all recoil damage from the user's moves and abilities. Also grants immunity to enrage recoil damage. Does not prevent crash damage or Explosion/Self- Destruct damage.	Immune to recoil damage, but not immune to Explosion/crash dmg.	BlockRecoilDamageAttr
397	5134	Pyro Shells	Pyro Shells triggers a 50 BP Normal-type Outburst after any Mega Launcher-boosted move. Outburst has no secondary effects and hits all surrounding Pokemon on the field.	Triggers 50 BP Outburst after using a Mega Launcher move.	PostAttackScriptedMoveAbAttr
398	5135	Fungal Infection	Spreads Leech Seed when using a contact move, draining 1/8th of the target's max HP at the end of each turn.	Contact moves inflict Leech Seed on the target.	ChanceBattlerTagOnHitAbAttr
399	5136	Parry	Reduces all damage by 20%. Multiplicative with other damage reduction sources. Counters contact moves with Mach Punch at 20 BP.	Counters contact with Mach Punch. Takes 20% less damage.	DamageReductionAbAttr
400	5137	Scrapyard	Sets a layer of Spikes on the opponent's side when the user is successfully hit by a contact move. Each layer damages switching grounded Pokemon by 12.5%, 16.7%, or 25% of max HP for 1-3 layers respectively. Each hit of a multihitting attack sets a layer.	Sets a layer of Spikes when hit (contact move).	SetArenaTagOnHitAbAttr
401	5138	Loose Quills	Sets a layer of Spikes on the opponent's side when the user is successfully hit by a contact move. Each layer damages switching grounded Pokemon by 12.5%, 16.7%, or 25% of max HP for 1-3 layers respectively. Each hit of a multihitting attack sets a layer.	Sets a layer of Spikes when hit (contact move).	SetArenaTagOnHitAbAttr
402	295	Toxic Debris	Toxic Debris automatically sets a layer of Toxic Spikes on the opponent's side when hit by a contact move. Each layer poisons switching grounded Pokemon: one layer causes regular poison, two layers cause badly poisoned. Each hit of a multihitting attack sets a layer.	Sets a layer of Toxic Spikes when hit by contact moves.	PostDefendApplyArenaTrapTagAbAttr
403	5139	Roundhouse	Roundhouse makes all kicking moves never miss and target the opponent's weaker defense stat.	Kicks always hit. Damages foes' weaker defenses.	ConditionalAlwaysHitAbAttr
404	5140	Mineralize	Changes the user's Normal-type moves to Rock-type. If the user is Rock-type its Rock-type moves have a 10% bleed chance, otherwise it gains Rock STAB.	Normal moves become Rock. Rock moves are empowered.	TypeConversionAbAttr,TypeConversionPowerBoostAbAttr
405	5141	Loose Rocks	Set Stealth Rock on the opponent's side when the user is hit by any contact move. Stealth Rock deals 1/8th of the opponent's max HP when switching. Considered Rock-type damage and is modified by type effectiveness.	Deploys Stealth Rocks when hit by contact.	SetArenaTagOnHitAbAttr
406	5142	Spinning Top	Spinning Top grants +1 Speed and removes all entry hazards from the user's side when using Fighting-type moves.	Fighting moves up speed +1 and clear hazards.	TypeGatedStatTriggerOnAttackAbAttr
407	5143	Retribution Blow	Automatically uses 150 BP Hyper Beam against opponents that boost stats. The triggered Hyper Beam has no recharge period, allowing normal actions next turn.	Uses Hyper Beam if any foe uses an stat boosting move.	OnOpponentStatRaiseAbAttr
408	5144	Fearmonger	Fearmonger lowers both Attack and Special Attack of opposing Pokemon upon entry by one stage. Additionally provides a 10% chance to inflict fear when landing contact moves.	Intimidate + Scare; 10% chance to fear with contact moves.	ChanceBattlerTagOnHitAbAttr
409	5145	King's Wrath	King's Wrath triggers when the user or their ally has their stats lowered, immediately boosting the user's Attack and Defense by one stage. Does not activate from self drops.	Lowering any stats on its side raises Atk and Def.	StatTriggerOnStatLoweredAbAttr
410	5146	Queen's Mourning	Queen's Mourning triggers when the user or their ally has their stats lowered, immediately boosting the user's Special Attack and Special Defense by one stage. Does not activate from self drops.	Lowering any stats on its side raises SpAtk and SpDef.	StatTriggerOnStatLoweredAbAttr
411	5147	Toxic Spill	Toxic Spill damages all non- Poison-type Pokemon by 1/8 HP each turn. Pokemon with Poison Heal recover instead. Disappears when the user leaves.	Non-Poison-types take 1/8 dmg every turn when on field.	PostTurnHurtNonTypedAbAttr
412	5148	Desert Cloak	All allies become immune to status conditions and secondary effects from enemy moves while sand is active.	Protects its side from status and secondary effects in sand.	SandStatusImmunityAbAttr,SandSecondaryEffectImmunityAbAttr
413	5149	Draconize	Changes the user's Normal-type moves to Dragon-type. If the user is Dragon-type its Dragon- type moves deal neutal damage vs Fairy, otherwise it gains Dragon STAB.	Normal moves become Dragon. Dragon moves are empowered.	TypeConversionAbAttr,TypeConversionPowerBoostAbAttr
414	5150	Pretty Princess	Pretty Princess increases the user's damage by 50% against targets with any negative stat stage.	Does 50% more damage if the target has any lowered stat.	ConditionalDamageAbAttr
415	5151	Self Repair	Recovers 1/16th of max HP at the end of the turn and cures all status conditions when switching out of battle.	Self Sufficient + Natural Cure.	PassiveRecoveryAbAttr,PreSwitchOutResetStatusAbAttr
416	5152	Atomic Burst	When hit by any move, the user becomes charged up, doubling the power of the next Electric-type move used. Converts all Normal- type moves into Electric-type moves and grants STAB for Electric-type moves. If they are Electric-type their Electric moves have a 10% paralysis chance.	Electromorphosis + Galvanize.	PostDefendApplyBattlerTagAbAttr,MoveTypeChangeAbAttr,MovePowerBoostAbAttr
417	5153	Hellblaze	Boosts the power of Fire-type moves by 30%, or by 80% at 1/3 HP or lower.	Boosts Fire-type moves by 1.3x, or 1.8x when below 1/3 HP.	TypeDamageBoostAbAttr
418	5154	Riptide	Boosts the power of Water-type moves by 30%, or by 80% at 1/3 HP or lower.	Boosts Water-type moves by 1.3x, or 1.8x when below 1/3 HP.	TypeDamageBoostAbAttr
419	5155	Forest Rage	Boosts the power of Grass-type moves by 30%, or by 80% at 1/3 HP or lower.	Boosts Grass-type moves by 1.3x, or 1.8x when below 1/3 HP.	TypeDamageBoostAbAttr
420	5156	Primal Maw	Primal Maw causes all biting moves to hit twice. The first hit deals 100% damage while the second hit deals 40% damage. Independently rolls secondary effects of attacks on each hit (except flinch).	Biting moves hit twice. 2nd hit does 0.4x damage.	HitMultiplierAbAttr,HitMultiplierPowerAbAttr
421	5157	Sweeping Edge	Sweeping Edge makes all Keen Edge moves never miss and hit both opposing Pokemon in double battles. Multihit moves will only hit each target one time.	Keen Edge moves always hit and hit both foes.	ConditionalAlwaysHitAbAttr
422	5158	Gifted Mind	Gifted Mind grants immunity to Dark, Ghost, and Bug-type moves while making all status moves used by this Pokemon never miss. This immunity ignores Inverse Room.	Nulls Psychic weakness; status moves always hit.	DamageReductionAbAttr,ConditionalAlwaysHitAbAttr
423	5159	Hydro Circuit	Hydro Circuit boosts Electric- type moves by 50% and heals the user for 25% of damage dealt when using Water-type moves.	Electric moves +50%; Water moves siphon 25% damage.	TypeDamageBoostAbAttr
424	5160	Equinox	Equinox chooses the higher offensive stat for each attack. If Attack is higher, physical and special moves use your Attack stat. If Special Attack is higher, physical and special moves use your Special Attack stat.	Boosts Atk or SpAtk to match the higher value.	AttackStatSubstituteAbAttr
425	5161	Absorbant	Absorbant boosts HP recovery from drain moves by 50% and applies Leech Seed to the target on hit, draining the target for 1/8th of their max HP at the end of each turn.	Drain moves recover +50% HP & apply Leech Seed.	ChanceBattlerTagOnHitAbAttr
426	5162	Clueless	Clueless negates all weather, terrain, and room effects while active on the field.	Negates Weather, Rooms and Terrains.	SuppressWeatherEffectAbAttr,PostSummonClearTerrainAbAttr
427	5163	Cheating Death	Negates the first two instances of damage received. Moves still connect and secondary effects apply, but damage becomes 0.	Gets no damage for the first two hits.	NullifyFirstNHitsAbAttr
428	5164	Cheap Tactics	Cheap Tactics uses Scratch (40 BP Normal physical move) targeting a random opponent when switching into battle.	Attacks with Scratch on switch-in.	PostSummonScriptedMoveAbAttr
429	5165	Coward	Coward automatically activates Protect on entry. Works once per battle.	Sets up Protect on switch-in. Only works once.	CowardOnceProtectAbAttr
430	5166	Volt Rush	Volt Rush grants +1 priority to all Electric-type moves when the Pokemon is at full HP.	At full HP, gives +1 priority to its Electric-type moves.	PriorityModifierAbAttr
431	5167	Dune Terror	Dune Terror reduces damage taken by 35% during a sandstorm and boosts Ground-type moves by 20%. Damage reduction is multiplicative with other sources.	Sand reduces damage by 35%. Boosts Ground moves by 20%.	WeatherDamageReductionAbAttr,TypeDamageBoostAbAttr
432	5168	Infernal Rage	Infernal Rage boosts Fire-type moves by 35% but inflicts 5% recoil damage after using them. Recoil is calculated from damage dealt with minimum of 1 HP lost. This recoil cannot knock the user out.	Fire-type moves are boosted by 35% with 5% recoil.	TypeDamageBoostAbAttr,TypeRecoilAbAttr
433	5169	Dual Wield	Mega Launcher and Keen Edge moves that hit one time normally now hit twice, with each hit dealing 70% of the move's normal damage. Secondary effects roll independently for each hit (except flinch).	Mega Launcher and Keen Edge moves hit twice for 70% damage.	HitMultiplierAbAttr
434	5170	Elemental Charge	Elemental Charge gives attacking moves a 20% chance to inflict status conditions based on move type: Electric moves cause paralysis, Fire moves cause burn, and Ice moves cause frostbite.	20% chance to BRN/FRZ/PARA with respective types.	ChanceStatusOnAttackAbAttr,ChanceBattlerTagOnAttackAbAttr,ChanceStatusOnAttackAbAttr
